,,,,,Original variables,,,,,,,,,,,first order lag variables,,,,,,,,,,,SEVENTH ORDER LAG VARIABLES,,,,,,,,,,
15-01-2011,1,1,3,0,6.733303459,26.79326881,26.44726141,27.5233708,48.18856987,4.14E-19,60.89066372,16.37285044,4.528678285,2.191990504,243.427784,34.47148656,60.9767874,26.777216,23.43106308,38.85063411,0.1,54.02077611,16.16020633,4.424338119,2.15344089,290.5659658,46.35907452,50.71477668,17.93657022,7.315435601,9.031341506,0.09999997,25.52070444,14.55163144,3.461165411,2.045263216,275.1779714
16-01-2011,1,1,4,0,52.45531433,32.54976357,18.43217408,14.83753412,7.934803908,0.096884869,74.09883796,15.73679086,3.847589783,2.125402477,271.9827918,6.733303459,26.79326881,26.44726141,27.5233708,48.18856987,4.14E-19,60.89066372,16.37285044,4.528678285,2.191990504,243.427784,52.53586905,48.13373934,29.28433461,12.6850644,35.06999926,0.1,23.55016528,15.47687181,4.282289894,2.04684801,356.8323172
17-01-2011,1,1,5,0,38.99463881,27.18081522,30.88929084,48.71724991,8.455306922,0.005043804,44.63506134,18.28936382,3.947461845,2.053489126,329.7405078,52.45531433,32.54976357,18.43217408,14.83753412,7.934803908,0.096884869,74.09883796,15.73679086,3.847589783,2.125402477,271.9827918,15.35439545,58.03674065,9.754364082,12.30333425,13.91604525,4.79E-09,80.41373167,12.52389533,3.745677846,2.082931412,156.8990132
18-01-2011,1,1,6,0,59.75876422,60.58778323,44.26670277,45.55474783,46.15136213,0.1,14.15018002,21.1642269,4.72322426,2.159947923,424.6030165,38.99463881,27.18081522,30.88929084,48.71724991,8.455306922,0.005043804,44.63506134,18.28936382,3.947461845,2.053489126,329.7405078,21.34241864,33.99826987,48.29990637,39.9942734,19.10963563,0.097443404,42.18531069,17.07668391,4.218925257,2.075007112,303.2612516
19-01-2011,1,1,7,0,17.61685486,40.31888711,28.61817946,32.0700254,37.74380171,1.45E-07,75.82671503,19.03353111,4.610535934,2.233637955,288.4631314,59.75876422,60.58778323,44.26670277,45.55474783,46.15136213,0.1,14.15018002,21.1642269,4.72322426,2.159947923,424.6030165,1.415848894,41.07306027,39.37371011,35.65143179,40.56433343,1.33E-09,35.16461363,18.64073931,4.793563414,2.198611245,232.0385368
20-01-2011,1,1,1,0,29.6490993,8.44274017,11.58790372,14.12387641,28.89362334,1.40E-23,39.82341254,15.80622012,4.162369869,2.171668086,244.2377408,17.61685486,40.31888711,28.61817946,32.0700254,37.74380171,1.45E-07,75.82671503,19.03353111,4.610535934,2.233637955,288.4631314,34.1725815,29.63668352,13.36721549,38.55342369,41.39528179,1.22E-11,77.30791579,17.80132097,4.466657642,2.225727921,245.6147325
21-01-2011,1,1,2,0,21.44599021,46.90949545,19.42669282,9.462275886,43.57085913,4.94E-07,44.21519234,14.1066928,4.234834241,2.127898806,252.6943331,29.6490993,8.44274017,11.58790372,14.12387641,28.89362334,1.40E-23,39.82341254,15.80622012,4.162369869,2.171668086,244.2377408,26.4872594,24.84032635,26.41141126,18.80389382,31.69917492,2.15E-11,63.55979772,16.75685172,4.190110709,2.158341483,263.4930376
22-01-2011,1,1,3,0,36.67284103,49.54772931,5.821424661,14.35978943,39.8067106,3.50E-05,35.7366046,13.73428634,4.014743941,2.11016207,250.7769612,21.44599021,46.90949545,19.42669282,9.462275886,43.57085913,4.94E-07,44.21519234,14.1066928,4.234834241,2.127898806,252.6943331,34.47148656,60.9767874,26.777216,23.43106308,38.85063411,0.1,54.02077611,16.16020633,4.424338119,2.15344089,290.5659658
23-01-2011,1,1,4,0,4.524638754,52.54331944,7.037797823,29.1676119,50.93974509,2.58E-17,45.24317968,13.98470671,3.981359921,2.078954406,211.7342031,36.67284103,49.54772931,5.821424661,14.35978943,39.8067106,3.50E-05,35.7366046,13.73428634,4.014743941,2.11016207,250.7769612,6.733303459,26.79326881,26.44726141,27.5233708,48.18856987,4.14E-19,60.89066372,16.37285044,4.528678285,2.191990504,243.427784
24-01-2011,1,1,5,0,18.05200382,43.00194698,48.02785186,44.28610197,9.154259245,0.09998863,74.46456799,17.57179125,4.001230644,2.077262991,255.9658074,4.524638754,52.54331944,7.037797823,29.1676119,50.93974509,2.58E-17,45.24317968,13.98470671,3.981359921,2.078954406,211.7342031,52.45531433,32.54976357,18.43217408,14.83753412,7.934803908,0.096884869,74.09883796,15.73679086,3.847589783,2.125402477,271.9827918
25-01-2011,1,1,6,0,28.87501831,35.30830026,49.83925746,33.16820125,25.0916256,0.099999919,65.47012431,19.88621264,4.746042036,2.168741958,331.136852,18.05200382,43.00194698,48.02785186,44.28610197,9.154259245,0.09998863,74.46456799,17.57179125,4.001230644,2.077262991,255.9658074,38.99463881,27.18081522,30.88929084,48.71724991,8.455306922,0.005043804,44.63506134,18.28936382,3.947461845,2.053489126,329.7405078
26-01-2011,1,1,7,1,16.06011529,57.80570326,28.10511998,33.21201772,30.03677936,0.087771188,74.43914874,18.23801337,4.59177848,2.234072876,285.5001604,28.87501831,35.30830026,49.83925746,33.16820125,25.0916256,0.099999919,65.47012431,19.88621264,4.746042036,2.168741958,331.136852,59.75876422,60.58778323,44.26670277,45.55474783,46.15136213,0.1,14.15018002,21.1642269,4.72322426,2.159947923,424.6030165
27-01-2011,1,1,1,1,23.27411657,39.93646587,12.21664169,14.00800085,42.63249264,2.13E-12,54.33643203,15.50762673,4.292922671,2.184330826,230.9978098,16.06011529,57.80570326,28.10511998,33.21201772,30.03677936,0.087771188,74.43914874,18.23801337,4.59177848,2.234072876,285.5001604,17.61685486,40.31888711,28.61817946,32.0700254,37.74380171,1.45E-07,75.82671503,19.03353111,4.610535934,2.233637955,288.4631314
28-01-2011,1,1,2,1,9.28450557,44.29763882,20.2661844,5.345593284,12.00441129,4.39E-13,58.35176304,12.74552953,3.585290338,2.064101103,199.3638383,23.27411657,39.93646587,12.21664169,14.00800085,42.63249264,2.13E-12,54.33643203,15.50762673,4.292922671,2.184330826,230.9978098,29.6490993,8.44274017,11.58790372,14.12387641,28.89362334,1.40E-23,39.82341254,15.80622012,4.162369869,2.171668086,244.2377408
29-01-2011,1,1,3,1,21.5195206,61.70644101,12.69664601,5.82936687,36.85099725,0.001666904,32.2091462,11.97165911,4.0811482,2.036852171,197.5452995,9.28450557,44.29763882,20.2661844,5.345593284,12.00441129,4.39E-13,58.35176304,12.74552953,3.585290338,2.064101103,199.3638383,21.44599021,46.90949545,19.42669282,9.462275886,43.57085913,4.94E-07,44.21519234,14.1066928,4.234834241,2.127898806,252.6943331
30-01-2011,1,1,4,1,34.21617512,15.92603502,1.690681729,17.2028978,27.89533441,1.21E-22,33.61243596,12.51781955,3.541521906,2.031126716,208.0143937,21.5195206,61.70644101,12.69664601,5.82936687,36.85099725,0.001666904,32.2091462,11.97165911,4.0811482,2.036852171,197.5452995,36.67284103,49.54772931,5.821424661,14.35978943,39.8067106,3.50E-05,35.7366046,13.73428634,4.014743941,2.11016207,250.7769612
31-01-2011,1,1,5,1,11.4590617,62.35011907,38.17252106,6.742199007,35.08756454,0.099999374,62.91869763,13.17345293,4.20652902,2.047441318,205.9508611,34.21617512,15.92603502,1.690681729,17.2028978,27.89533441,1.21E-22,33.61243596,12.51781955,3.541521906,2.031126716,208.0143937,4.524638754,52.54331944,7.037797823,29.1676119,50.93974509,2.58E-17,45.24317968,13.98470671,3.981359921,2.078954406,211.7342031
1/2/2011,1,2,6,0,60.68211147,17.89960613,47.32001826,34.80796005,20.05005261,0.1,56.41275387,17.42602456,4.580033074,2.17322352,314.8165836,11.4590617,62.35011907,38.17252106,6.742199007,35.08756454,0.099999374,62.91869763,13.17345293,4.20652902,2.047441318,205.9508611,18.05200382,43.00194698,48.02785186,44.28610197,9.154259245,0.09998863,74.46456799,17.57179125,4.001230644,2.077262991,255.9658074
2/2/2011,1,2,7,0,30.51225248,25.6053207,21.69759035,12.62689101,32.80429401,2.32E-11,35.76464509,17.64924769,4.579559104,2.214801656,303.9182518,60.68211147,17.89960613,47.32001826,34.80796005,20.05005261,0.1,56.41275387,17.42602456,4.580033074,2.17322352,314.8165836,28.87501831,35.30830026,49.83925746,33.16820125,25.0916256,0.099999919,65.47012431,19.88621264,4.746042036,2.168741958,331.136852
3/2/2011,1,2,1,0,15.18244073,60.89106794,8.231359578,3.051290152,42.71679123,1.53E-08,36.48548654,12.45454597,4.15882218,2.167724965,204.9600872,30.51225248,25.6053207,21.69759035,12.62689101,32.80429401,2.32E-11,35.76464509,17.64924769,4.579559104,2.214801656,303.9182518,16.06011529,57.80570326,28.10511998,33.21201772,30.03677936,0.087771188,74.43914874,18.23801337,4.59177848,2.234072876,285.5001604
4/2/2011,1,2,2,0,65.54059567,22.13425764,10.47318606,18.38902888,22.4872461,0.013564286,49.45832037,12.9172544,3.493146136,2.034962911,230.2266882,15.18244073,60.89106794,8.231359578,3.051290152,42.71679123,1.53E-08,36.48548654,12.45454597,4.15882218,2.167724965,204.9600872,23.27411657,39.93646587,12.21664169,14.00800085,42.63249264,2.13E-12,54.33643203,15.50762673,4.292922671,2.184330826,230.9978098
5/2/2011,1,2,3,0,22.74733217,56.01930589,20.21001815,16.64337239,55.43488362,0.026437658,60.41816057,15.14030987,4.360582487,2.060988403,279.7993767,65.54059567,22.13425764,10.47318606,18.38902888,22.4872461,0.013564286,49.45832037,12.9172544,3.493146136,2.034962911,230.2266882,9.28450557,44.29763882,20.2661844,5.345593284,12.00441129,4.39E-13,58.35176304,12.74552953,3.585290338,2.064101103,199.3638383
6/2/2011,1,2,4,0,67.80750827,60.65190179,19.29472103,12.66655223,42.36851486,0.1,69.89906001,14.84545583,4.251435676,2.153158689,294.6462007,22.74733217,56.01930589,20.21001815,16.64337239,55.43488362,0.026437658,60.41816057,15.14030987,4.360582487,2.060988403,279.7993767,21.5195206,61.70644101,12.69664601,5.82936687,36.85099725,0.001666904,32.2091462,11.97165911,4.0811482,2.036852171,197.5452995
7/2/2011,1,2,5,0,39.00991683,32.76579659,51.11763539,49.53187813,15.46235233,0.1,69.45024025,18.35002432,4.337721222,2.150500582,332.7630796,67.80750827,60.65190179,19.29472103,12.66655223,42.36851486,0.1,69.89906001,14.84545583,4.251435676,2.153158689,294.6462007,34.21617512,15.92603502,1.690681729,17.2028978,27.89533441,1.21E-22,33.61243596,12.51781955,3.541521906,2.031126716,208.0143937
8/2/2011,1,2,6,0,36.41539503,37.25681398,48.81690176,18.40265574,55.33751184,0.1,44.33501496,19.96648642,4.999033506,2.233958732,373.6903191,39.00991683,32.76579659,51.11763539,49.53187813,15.46235233,0.1,69.45024025,18.35002432,4.337721222,2.150500582,332.7630796,11.4590617,62.35011907,38.17252106,6.742199007,35.08756454,0.099999374,62.91869763,13.17345293,4.20652902,2.047441318,205.9508611
9/2/2011,1,2,7,0,4.228929756,22.31188667,42.5014865,22.41786505,28.33693256,3.59E-15,36.71166514,16.31154893,4.733549775,2.275479357,198.1281373,36.41539503,37.25681398,48.81690176,18.40265574,55.33751184,0.1,44.33501496,19.96648642,4.999033506,2.233958732,373.6903191,60.68211147,17.89960613,47.32001826,34.80796005,20.05005261,0.1,56.41275387,17.42602456,4.580033074,2.17322352,314.8165836
10/2/2011,1,2,1,0,26.72218994,46.87943612,13.5616097,31.1964682,64.96724841,2.66E-07,41.70106449,17.31705934,4.73717352,2.248205282,287.0159039,4.228929756,22.31188667,42.5014865,22.41786505,28.33693256,3.59E-15,36.71166514,16.31154893,4.733549775,2.275479357,198.1281373,30.51225248,25.6053207,21.69759035,12.62689101,32.80429401,2.32E-11,35.76464509,17.64924769,4.579559104,2.214801656,303.9182518
11/2/2011,1,2,2,0,30.2731234,9.271433562,32.33089749,0.567806342,40.3843961,6.10E-14,54.37312704,15.15433258,4.390265307,2.211285132,251.6956531,26.72218994,46.87943612,13.5616097,31.1964682,64.96724841,2.66E-07,41.70106449,17.31705934,4.73717352,2.248205282,287.0159039,15.18244073,60.89106794,8.231359578,3.051290152,42.71679123,1.53E-08,36.48548654,12.45454597,4.15882218,2.167724965,204.9600872
12/2/2011,1,2,3,0,26.67229328,41.11544455,21.11650287,3.602371204,29.99157301,1.52E-06,74.55611253,12.89665374,4.36182757,2.169292858,219.1495528,30.2731234,9.271433562,32.33089749,0.567806342,40.3843961,6.10E-14,54.37312704,15.15433258,4.390265307,2.211285132,251.6956531,65.54059567,22.13425764,10.47318606,18.38902888,22.4872461,0.013564286,49.45832037,12.9172544,3.493146136,2.034962911,230.2266882
13-02-2011,1,2,4,0,10.09077778,47.10361492,30.41805901,23.65410583,11.9463431,4.17E-07,76.29832393,13.9190513,4.001113868,2.123810212,193.0288385,26.67229328,41.11544455,21.11650287,3.602371204,29.99157301,1.52E-06,74.55611253,12.89665374,4.36182757,2.169292858,219.1495528,22.74733217,56.01930589,20.21001815,16.64337239,55.43488362,0.026437658,60.41816057,15.14030987,4.360582487,2.060988403,279.7993767
14-02-2011,1,2,5,0,43.39142015,26.29997759,18.60303054,41.39303667,28.39648567,8.25E-07,68.28096875,17.69081367,4.249597719,2.11029945,282.3799792,10.09077778,47.10361492,30.41805901,23.65410583,11.9463431,4.17E-07,76.29832393,13.9190513,4.001113868,2.123810212,193.0288385,67.80750827,60.65190179,19.29472103,12.66655223,42.36851486,0.1,69.89906001,14.84545583,4.251435676,2.153158689,294.6462007
15-02-2011,1,2,6,0,29.53746634,12.67519882,40.88198476,22.56141534,28.10589201,4.55E-09,47.61538397,17.86149885,4.427159998,2.160647924,271.0734802,43.39142015,26.29997759,18.60303054,41.39303667,28.39648567,8.25E-07,68.28096875,17.69081367,4.249597719,2.11029945,282.3799792,39.00991683,32.76579659,51.11763539,49.53187813,15.46235233,0.1,69.45024025,18.35002432,4.337721222,2.150500582,332.7630796
16-02-2011,1,2,7,0,34.4768582,60.59148575,26.92024354,13.19126493,43.35285025,0.1,46.37696356,16.23947318,4.642739634,2.204961198,289.827051,29.53746634,12.67519882,40.88198476,22.56141534,28.10589201,4.55E-09,47.61538397,17.86149885,4.427159998,2.160647924,271.0734802,36.41539503,37.25681398,48.81690176,18.40265574,55.33751184,0.1,44.33501496,19.96648642,4.999033506,2.233958732,373.6903191
17-02-2011,1,2,1,0,13.43953563,50.49597911,17.68615961,16.23053698,15.21714106,1.04E-09,70.76975769,13.85181279,3.885982839,2.143439582,199.0629143,34.4768582,60.59148575,26.92024354,13.19126493,43.35285025,0.1,46.37696356,16.23947318,4.642739634,2.204961198,289.827051,4.228929756,22.31188667,42.5014865,22.41786505,28.33693256,3.59E-15,36.71166514,16.31154893,4.733549775,2.275479357,198.1281373
18-02-2011,1,2,2,0,50.88809022,66.06907317,17.44305396,11.80590342,37.54036805,0.1,58.07515213,14.16543485,4.111088208,2.079075355,266.4507017,13.43953563,50.49597911,17.68615961,16.23053698,15.21714106,1.04E-09,70.76975769,13.85181279,3.885982839,2.143439582,199.0629143,26.72218994,46.87943612,13.5616097,31.1964682,64.96724841,2.66E-07,41.70106449,17.31705934,4.73717352,2.248205282,287.0159039
19-02-2011,1,2,3,0,11.71587645,34.46264114,5.991653006,14.62865555,28.95679036,1.69E-22,88.96216716,11.53293207,3.745692725,2.061376972,133.5157372,50.88809022,66.06907317,17.44305396,11.80590342,37.54036805,0.1,58.07515213,14.16543485,4.111088208,2.079075355,266.4507017,30.2731234,9.271433562,32.33089749,0.567806342,40.3843961,6.10E-14,54.37312704,15.15433258,4.390265307,2.211285132,251.6956531
20-02-2011,1,2,4,0,15.96278788,43.48682448,33.54439252,25.61688456,40.1663023,9.06E-05,46.86168195,15.54990301,4.275379198,2.082072069,259.1580761,11.71587645,34.46264114,5.991653006,14.62865555,28.95679036,1.69E-22,88.96216716,11.53293207,3.745692725,2.061376972,133.5157372,26.67229328,41.11544455,21.11650287,3.602371204,29.99157301,1.52E-06,74.55611253,12.89665374,4.36182757,2.169292858,219.1495528
21-02-2011,1,2,5,0,21.28638143,37.33449266,17.67978456,43.50788614,31.0556657,5.10E-12,43.23987126,18.2869341,4.306733302,2.149680095,306.040744,15.96278788,43.48682448,33.54439252,25.61688456,40.1663023,9.06E-05,46.86168195,15.54990301,4.275379198,2.082072069,259.1580761,10.09077778,47.10361492,30.41805901,23.65410583,11.9463431,4.17E-07,76.29832393,13.9190513,4.001113868,2.123810212,193.0288385
22-02-2011,1,2,6,0,54.21547024,48.75463077,36.63629977,24.81845358,53.51070742,0.1,67.45968991,18.6737962,4.597318234,2.186506402,365.9717886,21.28638143,37.33449266,17.67978456,43.50788614,31.0556657,5.10E-12,43.23987126,18.2869341,4.306733302,2.149680095,306.040744,43.39142015,26.29997759,18.60303054,41.39303667,28.39648567,8.25E-07,68.28096875,17.69081367,4.249597719,2.11029945,282.3799792
23-02-2011,1,2,7,0,19.6308712,16.15502377,23.88423555,30.79127648,37.10180512,3.05E-19,52.11852326,17.67309016,4.512302146,2.20933104,294.1781715,54.21547024,48.75463077,36.63629977,24.81845358,53.51070742,0.1,67.45968991,18.6737962,4.597318234,2.186506402,365.9717886,29.53746634,12.67519882,40.88198476,22.56141534,28.10589201,4.55E-09,47.61538397,17.86149885,4.427159998,2.160647924,271.0734802
24-02-2011,1,2,1,0,30.37012881,24.64347907,17.20277701,26.34612251,33.51424335,8.58E-14,76.88844767,16.84406165,4.25591629,2.171133643,264.8809054,19.6308712,16.15502377,23.88423555,30.79127648,37.10180512,3.05E-19,52.11852326,17.67309016,4.512302146,2.20933104,294.1781715,34.4768582,60.59148575,26.92024354,13.19126493,43.35285025,0.1,46.37696356,16.23947318,4.642739634,2.204961198,289.827051
25-02-2011,1,2,2,0,9.606668503,34.78900287,7.698668103,19.81249939,30.41412725,1.57E-22,53.32479806,14.40860133,3.899390028,2.098668797,192.6647031,30.37012881,24.64347907,17.20277701,26.34612251,33.51424335,8.58E-14,76.88844767,16.84406165,4.25591629,2.171133643,264.8809054,13.43953563,50.49597911,17.68615961,16.23053698,15.21714106,1.04E-09,70.76975769,13.85181279,3.885982839,2.143439582,199.0629143
26-02-2011,1,2,3,1,56.3839153,10.14711734,23.95875684,4.294152324,70.67571685,7.41E-06,60.44559432,14.88644841,4.583328685,2.138031001,292.4606264,9.606668503,34.78900287,7.698668103,19.81249939,30.41412725,1.57E-22,53.32479806,14.40860133,3.899390028,2.098668797,192.6647031,50.88809022,66.06907317,17.44305396,11.80590342,37.54036805,0.1,58.07515213,14.16543485,4.111088208,2.079075355,266.4507017
27-02-2011,1,2,4,1,11.6590312,42.90626373,17.6485646,28.90515951,44.88717883,8.56E-14,85.70072412,14.76931873,4.396781767,2.195012182,230.8643375,56.3839153,10.14711734,23.95875684,4.294152324,70.67571685,7.41E-06,60.44559432,14.88644841,4.583328685,2.138031001,292.4606264,11.71587645,34.46264114,5.991653006,14.62865555,28.95679036,1.69E-22,88.96216716,11.53293207,3.745692725,2.061376972,133.5157372
28-02-2011,1,2,5,1,30.69249735,33.29508647,28.81090259,35.36570934,50.91099472,7.45E-05,66.05496749,18.04775379,4.49703167,2.185355916,316.7042832,11.6590312,42.90626373,17.6485646,28.90515951,44.88717883,8.56E-14,85.70072412,14.76931873,4.396781767,2.195012182,230.8643375,15.96278788,43.48682448,33.54439252,25.61688456,40.1663023,9.06E-05,46.86168195,15.54990301,4.275379198,2.082072069,259.1580761
1/3/2011,1,3,6,0,5.868575721,38.70558743,52.01374946,32.59399999,24.01900802,0.003191983,90.15092638,17.68382374,4.58132404,2.205893087,207.0058943,30.69249735,33.29508647,28.81090259,35.36570934,50.91099472,7.45E-05,66.05496749,18.04775379,4.49703167,2.185355916,316.7042832,21.28638143,37.33449266,17.67978456,43.50788614,31.0556657,5.10E-12,43.23987126,18.2869341,4.306733302,2.149680095,306.040744
2/3/2011,1,3,7,0,42.10684738,28.21337918,37.42907304,12.78449995,69.27969854,0.099956914,21.70270343,18.72317112,5.024081977,2.262326067,389.4930077,5.868575721,38.70558743,52.01374946,32.59399999,24.01900802,0.003191983,90.15092638,17.68382374,4.58132404,2.205893087,207.0058943,54.21547024,48.75463077,36.63629977,24.81845358,53.51070742,0.1,67.45968991,18.6737962,4.597318234,2.186506402,365.9717886
